,block,price
710,12195250,3028249445590465853511065505
711,12195525,3028274159432287543110157817
712,12195800,3028315571117157524866046519
713,12196075,3028362688221903082150123014
714,12196350,3028411353225051749865517365
715,12196625,3028456694470332175030479511
716,12196900,3028510840727554531786948671
717,12197175,3028565570034719513582783573
718,12197450,3028619682900625777136901065
719,12197725,3028677780702243045305845459
720,12198000,3028710201780303870420042103
721,12198275,3028724911577340515846509388
722,12198550,3028738995838248968488039891
723,12198825,3028756033534740438834636020
724,12199100,3028766252922376328991834190
725,12199375,3028771037647010122170565812
726,12199650,3028775780542397572131988763
727,12199925,3028780952970444209521347267
728,12200200,3028780464353875987815138007
729,12200475,3028764776707136660655394765
730,12200750,3028749195888556737114936197
731,12201025,3028733136926484741568498945
732,12201300,3028713654009795414057054053
733,12201575,3028674319675285143286615358
734,12201850,3028623757948298919748448917
735,12202125,3028578177866142452660059603
736,12202400,3028536690776149843724655712
737,12202675,3028493824940087380090359596
738,12202950,3028442456310858079023476490
739,12203225,3028397942690473316227722250
740,12203500,3028345572967901619890787131
741,12203775,3028282596156471872518036176
742,12204050,3028220339389445801167274346
743,12204325,3028159504230394296475015783
744,12204600,3028094169828560261384031711
745,12204875,3028030957404493261531818121
746,12205150,3027965890143601527888791272
747,12205425,3027896218528192704459219912
748,12205700,3027833952982121499663365766
749,12205975,3027763007433686951500011739
750,12206250,3027696045141977307190370648
751,12206525,3027629905815283020811707329
752,12206800,3027562106746562995256376822
753,12207075,3027498831165026916297433159
754,12207350,3027432359607543196479052892
755,12207625,3027371548812839008825087251
756,12207900,3027304733196742276612875129
757,12208175,3027236769801307089826851813
758,12208450,3027180364374318668939780492
759,12208725,3027121830969692515674995329
760,12209000,3027071706663281195024491525
761,12209275,3027020242822944764203644381
762,12209550,3026971378121565494293463916
763,12209825,3026925205355965666261949718
764,12210100,3026875381080085701102837570
765,12210375,3026831075867567877694161313
766,12210650,3026779634432140553329758753
767,12210925,3026724209173023406302534032
768,12211200,3026675935043595572143432342
769,12211475,3026624968337659038180706797
770,12211750,3026556149111544447191024071
771,12212025,3026489874127054986594113945
772,12212300,3026422411598080988944436508
773,12212575,3026353200686962027029538686
774,12212850,3026282212823991333976803704
775,12213125,3026213765879472977203359356
776,12213400,3026148541854038585431877134
777,12213675,3026083811904330367945778125
778,12213950,3026007236176793164898379291
779,12214225,3025933840687338954430055077
780,12214500,3025860152818503106516844869
781,12214775,3025775793232864694253408154
782,12215050,3025720374206012842275036951
783,12215325,3025664049395207555030480171
784,12215600,3025597413622556861257215391
785,12215875,3025537867662353008656661619
786,12216150,3025490375701511530125319296
787,12216425,3025438249481870881415820356
788,12216700,3025386110866543602476021367
789,12216975,3025334052910989071648784547
790,12217250,3025276707970145186356471917
791,12217525,3025219086873368867707002122
792,12217800,3025162984007548360971322444
793,12218075,3025103847972245354885372901
794,12218350,3025050798101527175907587726
795,12218625,3024997869110707247257984156
796,12218900,3024949476512103443863327665
797,12219175,3024898643618721185446524385
798,12219450,3024850165853827151293107618
799,12219725,3024800683327638670839705652
800,12220000,3024755320418095460110264593
801,12220275,3024708538890822229716945346
802,12220550,3024658557085269095791645725
803,12220825,3024615269548741787594335645
804,12221100,3024569246421420084198133221
805,12221375,3024523911278236153010231004
806,12221650,3024477137430552717871447465
807,12221925,3024446009671575837682557283
808,12222200,3024416326793649868132616364
809,12222475,3024388349078147943497492640
810,12222750,3024359575486062836953383790
811,12223025,3024331580343772429514868209
812,12223300,3024305805503376391524807927
813,12223575,3024281020051571344270623370
814,12223850,3024254207374329838571889917
815,12224125,3024228340530550373248633557
816,12224400,3024203287507008354623617751
817,12224675,3024175976947425476886360774
818,12224950,3024147226492986066989064246
819,12225225,3024116480298400612527947581
820,12225500,3024081644750991081390593393
